Leave-One-Out
TOP 54
                            feature               accuracy                ave_sse              precision                 recall
removed: formal_savings                           0.6921296296296297     0.30787037037037035    0.6696035242290749     0.7238095238095238
removed: informal_savings                         0.6909722222222222     0.30902777777777773    0.6681318681318681     0.7238095238095238
removed: cash_property_savings                    0.6944444444444444     0.3055555555555555     0.672566371681416      0.7238095238095238
removed: has_investment                           0.6967592592592593     0.3032407407407407     0.6740088105726872     0.7285714285714285
removed: num_shocks_last_year                     0.7002314814814815     0.2997685185185185     0.6746203904555315     0.7404761904761905
removed: avg_shock_strength_last_year             0.7002314814814815     0.2997685185185185     0.6746203904555315     0.7404761904761905
removed: borrowed_for_daily_expenses_last_year    0.6979166666666666     0.3020833333333333     0.6739606126914661     0.7333333333333333
removed: can_text                                 0.6840277777777778     0.3159722222222222     0.6573875802997858     0.7309523809523809
removed: can_use_internet                         0.6967592592592593     0.3032407407407407     0.6732456140350878     0.7309523809523809
removed: can_make_transaction                     0.6956018518518519     0.30439814814814814    0.6688172043010753     0.7404761904761905
removed: phone_ownership                          0.6990740740740741     0.30092592592592593    0.6739130434782609     0.7380952380952381
removed: reg_mm_acct                              0.6990740740740741     0.30092592592592593    0.6746724890829694     0.7357142857142858
removed: financially_included                     0.7025462962962963     0.29745370370370366    0.6775599128540305     0.7404761904761905
removed: active_bank_user                         0.6932870370370371     0.30671296296296297    0.6703296703296703     0.7261904761904762
removed: active_formal_nbfi_user                  0.6979166666666666     0.3020833333333333     0.6754966887417219     0.7285714285714285
removed: num_formal_institutions_last_year        0.6932870370370371     0.30671296296296297    0.6726057906458798     0.719047619047619
removed: num_informal_institutions_last_year      0.6909722222222222     0.30902777777777773    0.6696230598669624     0.719047619047619
removed: num_financial_activities_last_year       0.6956018518518519     0.30439814814814814    0.6780045351473923     0.7119047619047619


REMOVED: financially_included
BEST: Top 29 with accuracy 0.7025462962962963
TOP 28
                            feature               accuracy                ave_sse              precision                 recall
removed: country                                  0.6701388888888888     0.3298611111111111     0.6483516483516484     0.7023809523809523
removed: is_urban                                 0.6770833333333334     0.32291666666666663    0.6542669584245077     0.7119047619047619
removed: married                                  0.6956018518518519     0.30439814814814814    0.6725274725274726     0.7285714285714285
removed: religion                                 0.6909722222222222     0.30902777777777773    0.6666666666666666     0.7285714285714285
removed: relationship_to_hh_head                  0.6979166666666666     0.3020833333333333     0.6709677419354839     0.7428571428571429
removed: education_level                          0.7037037037037037     0.2962962962962963     0.6774891774891775     0.7452380952380953
removed: literacy                                 0.7002314814814815     0.2997685185185185     0.6723768736616702     0.7476190476190476
removed: employment_type_last_year                0.7013888888888888     0.2986111111111111     0.6768558951965066     0.7380952380952381
removed: income_ag_livestock_last_year            0.6967592592592593     0.3032407407407407     0.6724890829694323     0.7333333333333333
removed: income_friends_family_last_year          0.6944444444444444     0.3055555555555555     0.6710526315789473     0.7285714285714285
removed: income_private_sector_last_year          0.6921296296296297     0.30787037037037035    0.6681222707423581     0.7285714285714285
removed: formal_savings                           0.6909722222222222     0.30902777777777773    0.6719101123595506     0.7119047619047619
removed: informal_savings                         0.6979166666666666     0.3020833333333333     0.6747252747252748     0.7309523809523809
removed: cash_property_savings                    0.6979166666666666     0.3020833333333333     0.673202614379085      0.7357142857142858
removed: has_investment                           0.6967592592592593     0.3032407407407407     0.6763392857142857     0.7214285714285714
removed: num_shocks_last_year                     0.7025462962962963     0.29745370370370366    0.6783369803063457     0.7380952380952381
removed: avg_shock_strength_last_year             0.7037037037037037     0.2962962962962963     0.6790393013100436     0.7404761904761905
removed: borrowed_for_daily_expenses_last_year    0.6909722222222222     0.30902777777777773    0.6652267818574514     0.7333333333333333
removed: can_text                                 0.6956018518518519     0.30439814814814814    0.6702819956616052     0.7357142857142858
removed: can_use_internet                         0.7037037037037037     0.2962962962962963     0.6814159292035398     0.7333333333333333
removed: can_make_transaction                     0.7013888888888888     0.2986111111111111     0.6760869565217391     0.7404761904761905
removed: phone_ownership                          0.7094907407407407     0.29050925925925924    0.6832971800433839     0.75
removed: reg_mm_acct                              0.6990740740740741     0.30092592592592593    0.6739130434782609     0.7380952380952381
removed: active_bank_user                         0.6909722222222222     0.30902777777777773    0.6711409395973155     0.7142857142857143
removed: active_formal_nbfi_user                  0.7025462962962963     0.29745370370370366    0.6783369803063457     0.7380952380952381
removed: num_formal_institutions_last_year        0.6979166666666666     0.3020833333333333     0.6778523489932886     0.7214285714285714
removed: num_informal_institutions_last_year      0.6909722222222222     0.30902777777777773    0.6703786191536748     0.7166666666666667
removed: num_financial_activities_last_year       0.6956018518518519     0.30439814814814814    0.6788154897494305     0.7095238095238096


REMOVED: phone_ownership
BEST: Top 28 with accuracy 0.7094907407407407
TOP 27
                            feature               accuracy                ave_sse              precision                 recall
removed: country                                  0.6643518518518519     0.33564814814814814    0.6450892857142857     0.6880952380952381
removed: is_urban                                 0.6782407407407407     0.32175925925925924    0.6530172413793104     0.7214285714285714
removed: married                                  0.6967592592592593     0.3032407407407407     0.6702586206896551     0.7404761904761905
removed: religion                                 0.7013888888888888     0.2986111111111111     0.6776315789473685     0.7357142857142858
removed: relationship_to_hh_head                  0.7071759259259259     0.29282407407407407    0.6827133479212254     0.7428571428571429
removed: education_level                          0.6956018518518519     0.30439814814814814    0.6680942184154176     0.7428571428571429
removed: literacy                                 0.6990740740740741     0.30092592592592593    0.6731601731601732     0.7404761904761905
removed: employment_type_last_year                0.7129629629629629     0.28703703703703703    0.6885964912280702     0.7476190476190476
removed: income_ag_livestock_last_year            0.7037037037037037     0.2962962962962963     0.6759656652360515     0.75
removed: income_friends_family_last_year          0.6909722222222222     0.30902777777777773    0.6645161290322581     0.7357142857142858
removed: income_private_sector_last_year          0.7002314814814815     0.2997685185185185     0.6761487964989059     0.7357142857142858
removed: formal_savings                           0.7083333333333334     0.29166666666666663    0.6850220264317181     0.7404761904761905
removed: informal_savings                         0.7048611111111112     0.2951388888888889     0.6813186813186813     0.7380952380952381
removed: cash_property_savings                    0.7083333333333334     0.29166666666666663    0.6834061135371179     0.7452380952380953
removed: has_investment                           0.6990740740740741     0.30092592592592593    0.6746724890829694     0.7357142857142858
removed: num_shocks_last_year                     0.6979166666666666     0.3020833333333333     0.6724511930585684     0.7380952380952381
removed: avg_shock_strength_last_year             0.7037037037037037     0.2962962962962963     0.6767241379310345     0.7476190476190476
removed: borrowed_for_daily_expenses_last_year    0.7071759259259259     0.29282407407407407    0.6811279826464208     0.7476190476190476
removed: can_text                                 0.6851851851851852     0.31481481481481477    0.6608695652173913     0.7238095238095238
removed: can_use_internet                         0.7083333333333334     0.29166666666666663    0.6866666666666666     0.7357142857142858
removed: can_make_transaction                     0.6990740740740741     0.30092592592592593    0.6716738197424893     0.7452380952380953
removed: reg_mm_acct                              0.7013888888888888     0.2986111111111111     0.6776315789473685     0.7357142857142858
removed: active_bank_user                         0.7037037037037037     0.2962962962962963     0.6806167400881057     0.7357142857142858
removed: active_formal_nbfi_user                  0.7083333333333334     0.29166666666666663    0.6826086956521739     0.7476190476190476
removed: num_formal_institutions_last_year        0.7037037037037037     0.2962962962962963     0.6822222222222222     0.7309523809523809
removed: num_informal_institutions_last_year      0.7013888888888888     0.2986111111111111     0.6753246753246753     0.7428571428571429
removed: num_financial_activities_last_year       0.7002314814814815     0.2997685185185185     0.6808988764044944     0.7214285714285714


REMOVED: employment_type_last_year
BEST: Top 27 with accuracy 0.7129629629629629
TOP 26
                            feature               accuracy                ave_sse              precision                 recall
removed: country                                  0.6655092592592593     0.3344907407407407     0.6445916114790287     0.6952380952380952
removed: is_urban                                 0.6828703703703703     0.3171296296296296     0.655982905982906      0.7309523809523809
removed: married                                  0.7048611111111112     0.2951388888888889     0.6781857451403888     0.7476190476190476
removed: religion                                 0.7013888888888888     0.2986111111111111     0.6784140969162996     0.7333333333333333
removed: relationship_to_hh_head                  0.7083333333333334     0.29166666666666663    0.6834061135371179     0.7452380952380953
removed: education_level                          0.6886574074074074     0.31134259259259256    0.6602972399150743     0.7404761904761905
removed: literacy                                 0.7037037037037037     0.2962962962962963     0.6759656652360515     0.75
removed: income_ag_livestock_last_year            0.7048611111111112     0.2951388888888889     0.6789587852494577     0.7452380952380953
removed: income_friends_family_last_year          0.6944444444444444     0.3055555555555555     0.6695652173913044     0.7333333333333333
removed: income_private_sector_last_year          0.7094907407407407     0.29050925925925924    0.6849015317286652     0.7452380952380953
removed: formal_savings                           0.7002314814814815     0.2997685185185185     0.676923076923077      0.7333333333333333
removed: informal_savings                         0.7106481481481481     0.28935185185185186    0.6855895196506551     0.7476190476190476
removed: cash_property_savings                    0.7083333333333334     0.29166666666666663    0.6842105263157895     0.7428571428571429
removed: has_investment                           0.7025462962962963     0.29745370370370366    0.6783369803063457     0.7380952380952381
removed: num_shocks_last_year                     0.7037037037037037     0.2962962962962963     0.6767241379310345     0.7476190476190476
removed: avg_shock_strength_last_year             0.7060185185185185     0.29398148148148145    0.6788793103448276     0.75
removed: borrowed_for_daily_expenses_last_year    0.7048611111111112     0.2951388888888889     0.6797385620915033     0.7428571428571429
removed: can_text                                 0.6909722222222222     0.30902777777777773    0.6638115631691649     0.7380952380952381
removed: can_use_internet                         0.7060185185185185     0.29398148148148145    0.6836283185840708     0.7357142857142858
removed: can_make_transaction                     0.7048611111111112     0.2951388888888889     0.6766595289079229     0.7523809523809524
removed: reg_mm_acct                              0.7060185185185185     0.29398148148148145    0.6796536796536796     0.7476190476190476
removed: active_bank_user                         0.7071759259259259     0.29282407407407407    0.6868008948545862     0.7309523809523809
removed: active_formal_nbfi_user                  0.7129629629629629     0.28703703703703703    0.6885964912280702     0.7476190476190476
removed: num_formal_institutions_last_year        0.7025462962962963     0.29745370370370366    0.6831460674157304     0.7238095238095238
removed: num_informal_institutions_last_year      0.7048611111111112     0.2951388888888889     0.6789587852494577     0.7452380952380953
removed: num_financial_activities_last_year       0.7037037037037037     0.2962962962962963     0.6872146118721462     0.7166666666666667


REMOVED: active_formal_nbfi_user
BEST: Top 27 with accuracy 0.7129629629629629
TOP 25
                            feature               accuracy                ave_sse              precision                 recall
removed: country                                  0.6643518518518519     0.33564814814814814    0.6431718061674009     0.6952380952380952
removed: is_urban                                 0.6840277777777778     0.3159722222222222     0.6573875802997858     0.7309523809523809
removed: married                                  0.7060185185185185     0.29398148148148145    0.6788793103448276     0.75
removed: religion                                 0.7013888888888888     0.2986111111111111     0.6784140969162996     0.7333333333333333
removed: relationship_to_hh_head                  0.7083333333333334     0.29166666666666663    0.6834061135371179     0.7452380952380953
removed: education_level                          0.6909722222222222     0.30902777777777773    0.6624203821656051     0.7428571428571429
removed: literacy                                 0.7037037037037037     0.2962962962962963     0.6759656652360515     0.75
removed: income_ag_livestock_last_year            0.7048611111111112     0.2951388888888889     0.6789587852494577     0.7452380952380953
removed: income_friends_family_last_year          0.6956018518518519     0.30439814814814814    0.6695464362850972     0.7380952380952381
removed: income_private_sector_last_year          0.7106481481481481     0.28935185185185186    0.6855895196506551     0.7476190476190476
removed: formal_savings                           0.7002314814814815     0.2997685185185185     0.676923076923077      0.7333333333333333
removed: informal_savings                         0.7106481481481481     0.28935185185185186    0.6855895196506551     0.7476190476190476
removed: cash_property_savings                    0.7083333333333334     0.29166666666666663    0.6842105263157895     0.7428571428571429
removed: has_investment                           0.7013888888888888     0.2986111111111111     0.6760869565217391     0.7404761904761905
removed: num_shocks_last_year                     0.7025462962962963     0.29745370370370366    0.6752688172043011     0.7476190476190476
removed: avg_shock_strength_last_year             0.7106481481481481     0.28935185185185186    0.6847826086956522     0.75
removed: borrowed_for_daily_expenses_last_year    0.7071759259259259     0.29282407407407407    0.6827133479212254     0.7428571428571429
removed: can_text                                 0.6909722222222222     0.30902777777777773    0.6638115631691649     0.7380952380952381
removed: can_use_internet                         0.7071759259259259     0.29282407407407407    0.6843267108167771     0.7380952380952381
removed: can_make_transaction                     0.7060185185185185     0.29398148148148145    0.6781115879828327     0.7523809523809524
removed: reg_mm_acct                              0.7071759259259259     0.29282407407407407    0.6803455723542117     0.75
removed: active_bank_user                         0.7071759259259259     0.29282407407407407    0.6859688195991092     0.7333333333333333
removed: num_formal_institutions_last_year        0.7025462962962963     0.29745370370370366    0.6831460674157304     0.7238095238095238
removed: num_informal_institutions_last_year      0.7048611111111112     0.2951388888888889     0.6789587852494577     0.7452380952380953
removed: num_financial_activities_last_year       0.7025462962962963     0.29745370370370366    0.6856492027334852     0.7166666666666667


REMOVED: income_private_sector_last_year
BEST: Top 27 with accuracy 0.7129629629629629
TOP 24
                            feature               accuracy                ave_sse              precision                 recall
removed: country                                  0.6666666666666666     0.3333333333333333     0.6453744493392071     0.6976190476190476
removed: is_urban                                 0.6770833333333334     0.32291666666666663    0.6496815286624203     0.7285714285714285
removed: married                                  0.7037037037037037     0.2962962962962963     0.6782608695652174     0.7428571428571429
removed: religion                                 0.7013888888888888     0.2986111111111111     0.6776315789473685     0.7357142857142858
removed: relationship_to_hh_head                  0.7094907407407407     0.29050925925925924    0.6849015317286652     0.7452380952380953
removed: education_level                          0.6932870370370371     0.30671296296296297    0.6631578947368421     0.75
removed: literacy                                 0.7002314814814815     0.2997685185185185     0.6723768736616702     0.7476190476190476
removed: income_ag_livestock_last_year            0.7025462962962963     0.29745370370370366    0.6760259179265659     0.7452380952380953
removed: income_friends_family_last_year          0.6979166666666666     0.3020833333333333     0.6709677419354839     0.7428571428571429
removed: formal_savings                           0.6921296296296297     0.30787037037037035    0.668859649122807      0.7261904761904762
removed: informal_savings                         0.7071759259259259     0.29282407407407407    0.6811279826464208     0.7476190476190476
removed: cash_property_savings                    0.7071759259259259     0.29282407407407407    0.681917211328976      0.7452380952380953
removed: has_investment                           0.6990740740740741     0.30092592592592593    0.6746724890829694     0.7357142857142858
removed: num_shocks_last_year                     0.6990740740740741     0.30092592592592593    0.6731601731601732     0.7404761904761905
removed: avg_shock_strength_last_year             0.7025462962962963     0.29745370370370366    0.6760259179265659     0.7452380952380953
removed: borrowed_for_daily_expenses_last_year    0.7060185185185185     0.29398148148148145    0.6820175438596491     0.7404761904761905
removed: can_text                                 0.6863425925925926     0.3136574074074074     0.6595289079229122     0.7333333333333333
removed: can_use_internet                         0.7013888888888888     0.2986111111111111     0.6760869565217391     0.7404761904761905
removed: can_make_transaction                     0.6967592592592593     0.3032407407407407     0.6695278969957081     0.7428571428571429
removed: reg_mm_acct                              0.7037037037037037     0.2962962962962963     0.6782608695652174     0.7428571428571429
removed: active_bank_user                         0.6944444444444444     0.3055555555555555     0.672566371681416      0.7238095238095238
removed: num_formal_institutions_last_year        0.6990740740740741     0.30092592592592593    0.6785714285714286     0.7238095238095238
removed: num_informal_institutions_last_year      0.6979166666666666     0.3020833333333333     0.6724511930585684     0.7380952380952381
removed: num_financial_activities_last_year       0.7013888888888888     0.2986111111111111     0.6832579185520362     0.719047619047619


REMOVED: relationship_to_hh_head
BEST: Top 27 with accuracy 0.7129629629629629
TOP 23
                            feature               accuracy                ave_sse              precision                 recall
removed: country                                  0.6701388888888888     0.3298611111111111     0.6483516483516484     0.7023809523809523
removed: is_urban                                 0.6817129629629629     0.31828703703703703    0.6539278131634819     0.7333333333333333
removed: married                                  0.7037037037037037     0.2962962962962963     0.6759656652360515     0.75
removed: religion                                 0.7013888888888888     0.2986111111111111     0.6776315789473685     0.7357142857142858
removed: education_level                          0.6956018518518519     0.30439814814814814    0.6652631578947369     0.7523809523809524
removed: literacy                                 0.7037037037037037     0.2962962962962963     0.6759656652360515     0.75
removed: income_ag_livestock_last_year            0.7037037037037037     0.2962962962962963     0.6774891774891775     0.7452380952380953
removed: income_friends_family_last_year          0.6990740740740741     0.30092592592592593    0.6731601731601732     0.7404761904761905
removed: formal_savings                           0.6979166666666666     0.3020833333333333     0.6747252747252748     0.7309523809523809
removed: informal_savings                         0.7118055555555556     0.2881944444444444     0.6846652267818575     0.7547619047619047
removed: cash_property_savings                    0.7071759259259259     0.29282407407407407    0.681917211328976      0.7452380952380953
removed: has_investment                           0.7013888888888888     0.2986111111111111     0.6768558951965066     0.7380952380952381
removed: num_shocks_last_year                     0.6967592592592593     0.3032407407407407     0.670995670995671      0.7380952380952381
removed: avg_shock_strength_last_year             0.7060185185185185     0.29398148148148145    0.6804347826086956     0.7452380952380953
removed: borrowed_for_daily_expenses_last_year    0.7060185185185185     0.29398148148148145    0.6812227074235808     0.7428571428571429
removed: can_text                                 0.6932870370370371     0.30671296296296297    0.6659528907922913     0.7404761904761905
removed: can_use_internet                         0.7060185185185185     0.29398148148148145    0.6820175438596491     0.7404761904761905
removed: can_make_transaction                     0.7060185185185185     0.29398148148148145    0.6788793103448276     0.75
removed: reg_mm_acct                              0.7071759259259259     0.29282407407407407    0.6795698924731183     0.7523809523809524
removed: active_bank_user                         0.7025462962962963     0.29745370370370366    0.6807095343680709     0.7309523809523809
removed: num_formal_institutions_last_year        0.7013888888888888     0.2986111111111111     0.6816143497757847     0.7238095238095238
removed: num_informal_institutions_last_year      0.7037037037037037     0.2962962962962963     0.6782608695652174     0.7428571428571429
removed: num_financial_activities_last_year       0.7083333333333334     0.29166666666666663    0.6909090909090909     0.7238095238095238


REMOVED: informal_savings
BEST: Top 27 with accuracy 0.7129629629629629
TOP 22
                            feature               accuracy                ave_sse              precision                 recall
removed: country                                  0.6655092592592593     0.3344907407407407     0.6433260393873085     0.7
removed: is_urban                                 0.6782407407407407     0.32175925925925924    0.6504237288135594     0.7309523809523809
removed: married                                  0.7037037037037037     0.2962962962962963     0.6767241379310345     0.7476190476190476
removed: religion                                 0.7071759259259259     0.29282407407407407    0.681917211328976      0.7452380952380953
removed: education_level                          0.6979166666666666     0.3020833333333333     0.6673684210526316     0.7547619047619047
removed: literacy                                 0.7013888888888888     0.2986111111111111     0.6738197424892703     0.7476190476190476
removed: income_ag_livestock_last_year            0.7060185185185185     0.29398148148148145    0.6788793103448276     0.75
removed: income_friends_family_last_year          0.7037037037037037     0.2962962962962963     0.6767241379310345     0.7476190476190476
removed: formal_savings                           0.7013888888888888     0.2986111111111111     0.6784140969162996     0.7333333333333333
removed: cash_property_savings                    0.7083333333333334     0.29166666666666663    0.6810344827586207     0.7523809523809524
removed: has_investment                           0.7002314814814815     0.2997685185185185     0.6753812636165577     0.7380952380952381
removed: num_shocks_last_year                     0.6979166666666666     0.3020833333333333     0.6709677419354839     0.7428571428571429
removed: avg_shock_strength_last_year             0.7083333333333334     0.29166666666666663    0.6826086956521739     0.7476190476190476
removed: borrowed_for_daily_expenses_last_year    0.7094907407407407     0.29050925925925924    0.6832971800433839     0.75
removed: can_text                                 0.6840277777777778     0.3159722222222222     0.6567164179104478     0.7333333333333333
removed: can_use_internet                         0.7106481481481481     0.28935185185185186    0.6847826086956522     0.75
removed: can_make_transaction                     0.7037037037037037     0.2962962962962963     0.6752136752136753     0.7523809523809524
removed: reg_mm_acct                              0.7083333333333334     0.29166666666666663    0.6810344827586207     0.7523809523809524
removed: active_bank_user                         0.6990740740740741     0.30092592592592593    0.6777777777777778     0.7261904761904762
removed: num_formal_institutions_last_year        0.7037037037037037     0.2962962962962963     0.6846846846846847     0.7238095238095238
removed: num_informal_institutions_last_year      0.7013888888888888     0.2986111111111111     0.6753246753246753     0.7428571428571429
removed: num_financial_activities_last_year       0.7025462962962963     0.29745370370370366    0.6839729119638827     0.7214285714285714


REMOVED: can_use_internet
BEST: Top 27 with accuracy 0.7129629629629629
TOP 21
                            feature               accuracy                ave_sse              precision                 recall
removed: country                                  0.6875                 0.3125                 0.6644736842105263     0.7214285714285714
removed: is_urban                                 0.6990740740740741     0.30092592592592593    0.6702127659574468     0.75
removed: married                                  0.7083333333333334     0.29166666666666663    0.6834061135371179     0.7452380952380953
removed: religion                                 0.7060185185185185     0.29398148148148145    0.6804347826086956     0.7452380952380953
removed: education_level                          0.7083333333333334     0.29166666666666663    0.6772151898734177     0.7642857142857142
removed: literacy                                 0.7094907407407407     0.29050925925925924    0.678646934460888      0.7642857142857142
removed: income_ag_livestock_last_year            0.7106481481481481     0.28935185185185186    0.6831896551724138     0.7547619047619047
removed: income_friends_family_last_year          0.7037037037037037     0.2962962962962963     0.6752136752136753     0.7523809523809524
removed: formal_savings                           0.7037037037037037     0.2962962962962963     0.6822222222222222     0.7309523809523809
removed: cash_property_savings                    0.7106481481481481     0.28935185185185186    0.683982683982684      0.7523809523809524
removed: has_investment                           0.7094907407407407     0.29050925925925924    0.6840958605664488     0.7476190476190476
removed: num_shocks_last_year                     0.7106481481481481     0.28935185185185186    0.6816239316239316     0.7595238095238095
removed: avg_shock_strength_last_year             0.7129629629629629     0.28703703703703703    0.6845493562231759     0.7595238095238095
removed: borrowed_for_daily_expenses_last_year    0.7083333333333334     0.29166666666666663    0.6818181818181818     0.75
removed: can_text                                 0.6956018518518519     0.30439814814814814    0.6717724288840262     0.7309523809523809
removed: can_make_transaction                     0.7118055555555556     0.2881944444444444     0.687089715536105      0.7476190476190476
removed: reg_mm_acct                              0.7094907407407407     0.29050925925925924    0.6840958605664488     0.7476190476190476
removed: active_bank_user                         0.7013888888888888     0.2986111111111111     0.6792035398230089     0.7309523809523809
removed: num_formal_institutions_last_year        0.7141203703703703     0.2858796296296296     0.6935123042505593     0.7380952380952381
removed: num_informal_institutions_last_year      0.7025462962962963     0.29745370370370366    0.6775599128540305     0.7404761904761905
removed: num_financial_activities_last_year       0.7094907407407407     0.29050925925925924    0.6924829157175398     0.7238095238095238


REMOVED: num_formal_institutions_last_year
BEST: Top 21 with accuracy 0.7141203703703703
TOP 20
                            feature               accuracy                ave_sse              precision                 recall
removed: country                                  0.6909722222222222     0.30902777777777773    0.6719101123595506     0.7119047619047619
removed: is_urban                                 0.7013888888888888     0.2986111111111111     0.6753246753246753     0.7428571428571429
removed: married                                  0.7094907407407407     0.29050925925925924    0.688195991091314      0.7357142857142858
removed: religion                                 0.7060185185185185     0.29398148148148145    0.6860986547085202     0.7285714285714285
removed: education_level                          0.7152777777777778     0.2847222222222222     0.6875                 0.7595238095238095
removed: literacy                                 0.7118055555555556     0.2881944444444444     0.6879120879120879     0.7452380952380953
removed: income_ag_livestock_last_year            0.7048611111111112     0.2951388888888889     0.6829268292682927     0.7333333333333333
removed: income_friends_family_last_year          0.7060185185185185     0.29398148148148145    0.6869369369369369     0.7261904761904762
removed: formal_savings                           0.7118055555555556     0.2881944444444444     0.6930022573363431     0.7309523809523809
removed: cash_property_savings                    0.7175925925925926     0.2824074074074074     0.6964285714285714     0.7428571428571429
removed: has_investment                           0.7164351851851852     0.2835648148148148     0.6966292134831461     0.7380952380952381
removed: num_shocks_last_year                     0.7152777777777778     0.2847222222222222     0.6924778761061947     0.7452380952380953
removed: avg_shock_strength_last_year             0.7129629629629629     0.28703703703703703    0.6894273127753304     0.7452380952380953
removed: borrowed_for_daily_expenses_last_year    0.7175925925925926     0.2824074074074074     0.6964285714285714     0.7428571428571429
removed: can_text                                 0.7141203703703703     0.2858796296296296     0.6917960088691796     0.7428571428571429
removed: can_make_transaction                     0.7199074074074074     0.28009259259259256    0.6986607142857143     0.7452380952380953
removed: reg_mm_acct                              0.7164351851851852     0.2835648148148148     0.6966292134831461     0.7380952380952381
removed: active_bank_user                         0.7083333333333334     0.29166666666666663    0.6900452488687783     0.7261904761904762
removed: num_informal_institutions_last_year      0.7141203703703703     0.2858796296296296     0.6943820224719102     0.7357142857142858
removed: num_financial_activities_last_year       0.7152777777777778     0.2847222222222222     0.7013888888888888     0.7214285714285714


REMOVED: can_make_transaction
BEST: Top 20 with accuracy 0.7199074074074074
TOP 19
                            feature               accuracy                ave_sse              precision                 recall
removed: country                                  0.7002314814814815     0.2997685185185185     0.6825396825396826     0.7166666666666667
removed: is_urban                                 0.7094907407407407     0.29050925925925924    0.6849015317286652     0.7452380952380953
removed: married                                  0.7175925925925926     0.2824074074074074     0.6955555555555556     0.7452380952380953
removed: religion                                 0.7210648148148148     0.2789351851851852     0.6984478935698448     0.75
removed: education_level                          0.7210648148148148     0.2789351851851852     0.7002237136465325     0.7452380952380953
removed: literacy                                 0.7233796296296297     0.27662037037037035    0.6989010989010989     0.7571428571428571
removed: income_ag_livestock_last_year            0.7175925925925926     0.2824074074074074     0.6955555555555556     0.7452380952380953
removed: income_friends_family_last_year          0.7141203703703703     0.2858796296296296     0.6926503340757239     0.7404761904761905
removed: formal_savings                           0.7129629629629629     0.28703703703703703    0.6945701357466063     0.7309523809523809
removed: cash_property_savings                    0.71875                0.28125                0.6971046770601337     0.7452380952380953
removed: has_investment                           0.7152777777777778     0.2847222222222222     0.6907894736842105     0.75
removed: num_shocks_last_year                     0.7245370370370371     0.27546296296296297    0.7040358744394619     0.7476190476190476
removed: avg_shock_strength_last_year             0.7222222222222222     0.2777777777777778     0.7                    0.75
removed: borrowed_for_daily_expenses_last_year    0.71875                0.28125                0.697986577181208      0.7428571428571429
removed: can_text                                 0.7129629629629629     0.28703703703703703    0.6902654867256637     0.7428571428571429
removed: reg_mm_acct                              0.7164351851851852     0.2835648148148148     0.6948775055679287     0.7428571428571429
removed: active_bank_user                         0.7164351851851852     0.2835648148148148     0.6984126984126984     0.7333333333333333
removed: num_informal_institutions_last_year      0.7199074074074074     0.28009259259259256    0.6986607142857143     0.7452380952380953
removed: num_financial_activities_last_year       0.7199074074074074     0.28009259259259256    0.7069767441860465     0.7238095238095238


REMOVED: num_shocks_last_year
BEST: Top 19 with accuracy 0.7245370370370371
TOP 18
                            feature               accuracy                ave_sse              precision                 recall
removed: country                                  0.7060185185185185     0.29398148148148145    0.6844444444444444     0.7333333333333333
removed: is_urban                                 0.6990740740740741     0.30092592592592593    0.6777777777777778     0.7261904761904762
removed: married                                  0.7245370370370371     0.27546296296296297    0.7004405286343612     0.7571428571428571
removed: religion                                 0.7256944444444444     0.2743055555555555     0.7037861915367484     0.7523809523809524
removed: education_level                          0.7129629629629629     0.28703703703703703    0.6869565217391305     0.7523809523809524
removed: literacy                                 0.7210648148148148     0.2789351851851852     0.6967032967032967     0.7547619047619047
removed: income_ag_livestock_last_year            0.7199074074074074     0.28009259259259256    0.6986607142857143     0.7452380952380953
removed: income_friends_family_last_year          0.7175925925925926     0.2824074074074074     0.6946902654867256     0.7476190476190476
removed: formal_savings                           0.7141203703703703     0.2858796296296296     0.6952595936794582     0.7333333333333333
removed: cash_property_savings                    0.7256944444444444     0.2743055555555555     0.7028824833702882     0.7547619047619047
removed: has_investment                           0.7233796296296297     0.27662037037037035    0.6997792494481236     0.7547619047619047
removed: avg_shock_strength_last_year             0.7199074074074074     0.28009259259259256    0.6986607142857143     0.7452380952380953
removed: borrowed_for_daily_expenses_last_year    0.7199074074074074     0.28009259259259256    0.6977777777777778     0.7476190476190476
removed: can_text                                 0.7199074074074074     0.28009259259259256    0.6969026548672567     0.75
removed: reg_mm_acct                              0.7291666666666666     0.2708333333333333     0.7075892857142857     0.7547619047619047
removed: active_bank_user                         0.7118055555555556     0.2881944444444444     0.6956521739130435     0.7238095238095238
removed: num_informal_institutions_last_year      0.7245370370370371     0.27546296296296297    0.7040358744394619     0.7476190476190476
removed: num_financial_activities_last_year       0.7199074074074074     0.28009259259259256    0.7060185185185185     0.7261904761904762


REMOVED: reg_mm_acct
BEST: Top 18 with accuracy 0.7291666666666666
TOP 17
                            feature               accuracy                ave_sse              precision                 recall
removed: country                                  0.7025462962962963     0.29745370370370366    0.6791208791208792     0.7357142857142858
removed: is_urban                                 0.6967592592592593     0.3032407407407407     0.6763392857142857     0.7214285714285714
removed: married                                  0.7175925925925926     0.2824074074074074     0.6946902654867256     0.7476190476190476
removed: religion                                 0.7291666666666666     0.2708333333333333     0.7057522123893806     0.7595238095238095
removed: education_level                          0.7175925925925926     0.2824074074074074     0.691304347826087      0.7571428571428571
